Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,grange.co.uk,hrowen.co.uk,grange.co.uk (pages),hrowen.co.uk (pages),Results
dbx707 price uk,Transactional,90,18,0.70,0.98,32,14,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx707-amr23-edition/,94
define urus,Informational,90,40,0.00,0.00,40,43,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/urus-s/,604000
does rolls royce still make cars,Informational,90,75,0.00,0.38,41,17,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,83100000
evolution of the lamborghini,Informational,90,34,0.00,0.36,13,86,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,16700000
ferrari jobs uk,Commercial,90,22,0.00,0.00,56,5,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,97
fred martin dealership,Navigational,90,36,0.55,0.20,91,93,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,626000
gregory cars,Commercial,90,13,0.00,0.07,49,42,https://www.grange.co.uk/used-cars,https://www.hrowen.co.uk/,32100000
hatfield mclaren,"Informational, Transactional",90,26,1.41,0.07,2,39,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,92
hatfield used car center,Commercial,90,21,0.47,0.82,25,12,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,4310000
hatfield volvo dealer,Informational,90,14,0.94,0.74,4,62,https://www.grange.co.uk/land-rover/used-cars/volvo?branch=land-rover-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,257000
history of rolls royce,Informational,90,34,0.00,0.03,7,34,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/news/the-116-year-history-of-rolls-royce/,43100000
how much are new lamborghinis,Informational,90,43,0.29,0.02,14,2,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,1460000
how much are the new lamborghinis,Informational,90,42,0.29,0.02,12,2,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,1220000
how much does a lamborghini suv cost,Informational,90,41,0.00,0.80,26,18,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,25500000
how much does lambo urus cost,Informational,90,37,0.00,0.80,5,7,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,752000
how much for a rolls royce phantom,Informational,90,26,0.00,0.56,15,2,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,15400000
how much is a aston martin,Informational,90,22,1.08,0.73,17,35,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/used-cars/,103000000
how much is a bentley car,Informational,90,30,1.12,0.91,56,10,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,84800000
how much is a bentley gt,Informational,90,29,1.48,0.92,7,3,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,57000000
how much is a new aston martin,Informational,90,20,0.42,0.12,4,9,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,139000000
how much is a new bentley,Informational,90,28,1.07,0.26,22,5,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/model-range/,137000000
how much is lambo suv,"Commercial, Informational",90,34,0.00,0.87,9,11,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,7410000
how much is new rolls royce,Informational,90,28,0.00,0.01,23,4,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,132000000
how much is the lambo suv,"Commercial, Informational",90,46,0.00,0.87,18,9,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,7270000
how much lamborghini suv,Informational,90,44,0.00,0.87,40,6,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,115000000
hrs business park,Informational,90,6,0.00,0.03,25,19,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/location/h-r-owen-specialist-cars-hatfield/,1210000000
huracan lamborghini performante,"Informational, Transactional",90,21,0.09,0.48,30,52,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante,https://www.hrowen.co.uk/news/lamborghini-huracan-performante/,7040000
independent aston martin servicing,Informational,90,15,1.19,0.32,82,93,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-edinburgh,https://www.hrowen.co.uk/aston-martin/aftersales/servicing/,9330000
jaguar car dealership near me,Transactional,90,41,0.44,0.95,4,78,https://www.grange.co.uk/jaguar,https://www.hrowen.co.uk/,61900000
jardine motor group jobs,Commercial,90,16,0.00,0.01,36,82,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,73500
jobs at lamborghini,Commercial,90,23,0.00,0.00,4,12,https://careers.grange.co.uk/lamborghini,https://www.hrowen.co.uk/careers/,22300000
laborgini,Navigational,90,66,1.16,0.64,21,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,93100000
lambo lease,"Commercial, Informational",90,8,0.69,0.75,29,65,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/finance/,623000
lambo model car,"Informational, Transactional",90,6,0.35,1.00,24,50,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/model-range/,10
lambo old model,"Commercial, Informational",90,28,0.00,0.30,51,56,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,8150000
lambo rent,Navigational,90,62,1.16,0.64,22,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,223000000
lambo truck cost,"Informational, Transactional",90,28,0.00,0.69,11,8,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,1720000
lambo truck price,"Commercial, Navigational",90,35,0.00,0.69,31,14,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,3790000
lambo uris,Navigational,90,59,0.20,0.81,22,9,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4830000
lambo urus 2024,"Informational, Transactional",90,44,0.00,0.84,39,55,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,3240000
lambo urus price uk,"Navigational, Transactional",90,23,0.42,0.79,4,6,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,96
lambogrhini,Navigational,90,60,1.16,0.64,18,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,222000000
lamborghini 4x4 urus,"Informational, Transactional",90,46,0.00,0.81,20,7,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,2200000
lamborghini apprenticeship,Commercial,90,46,0.00,0.01,72,7,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,75
lamborghini certified pre owned,"Informational, Transactional",90,24,0.27,0.70,4,3,https://www.grange.co.uk/lamborghini/selezione,https://www.hrowen.co.uk/lamborghini/used-cars/,7080000
lamborghini classic,"Commercial, Informational",90,23,0.00,0.14,25,44,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,94800000
lamborghini cpo,Transactional,90,15,0.43,0.64,9,4,https://www.grange.co.uk/lamborghini/selezione,https://www.hrowen.co.uk/lamborghini/used-cars/,648
lamborghini huracan sto for sale,Transactional,90,12,0.06,0.71,59,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-sto,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-sto/,1280000
lamborghini newest car,Navigational,90,42,0.00,0.06,7,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,201000000
lamborghini old models,Informational,90,28,0.00,0.30,5,42,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,27800000
lamborghini oldest model,Informational,90,25,0.00,0.30,8,63,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,8910000
lamborghini on finance,Commercial,90,8,1.29,1.00,15,7,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/finance/,10
lamborghini performante huracan price,Commercial,90,20,0.00,0.54,29,20,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante-spyder,https://www.hrowen.co.uk/lamborghini/huracan-range/,4740000
lamborghini recent models,Navigational,90,56,0.00,0.58,6,11,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,13300000
lamborghini revuelto for sale uk,Transactional,90,15,0.20,0.60,34,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/revuelto,https://www.hrowen.co.uk/lamborghini/revuelto-range/revuelto/,96
lamborghini second hand uk,Commercial,90,24,0.21,0.80,11,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,11200000
lamborghini showroom near me,"Navigational, Transactional",90,44,1.42,0.78,2,3,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-chelmsford,https://www.hrowen.co.uk/lamborghini/location/lamborghini-manchester/,16500000
lamborghini the best,Commercial,90,26,0.00,0.29,35,37,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/,116000000
lamborghini truck price,"Commercial, Navigational",90,33,0.00,0.69,20,9,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,34700000
lamborghini uk dealers,Commercial,90,28,1.20,0.60,6,1,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,4640000
lamborghini uk price,Commercial,90,22,0.43,0.99,10,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,20300000
lamborghini uras,Navigational,90,61,0.20,0.81,12,9,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,22000000
lamborghini ursu,Navigational,90,57,0.18,0.96,27,8,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,23600000
lamborghini urus 4x4,"Informational, Transactional",90,22,0.00,0.77,34,6,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,10
lamborghini urus lease uk,Commercial,90,4,0.51,0.88,3,62,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/finance/,139000
lamborghini urus prices,"Commercial, Navigational",90,31,0.25,0.66,11,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,3780000
lamborghini urus v8 auto,"Informational, Transactional",90,62,2.05,0.75,19,22,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4640000
lamborghiniprice,"Commercial, Navigational",90,40,0.24,0.67,9,2,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,148000000
lamborgini cars,"Informational, Transactional",90,50,0.50,0.71,8,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,243000000
lamborgini prices,Commercial,90,32,0.24,0.67,12,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,25300000
lamborjini,Navigational,90,37,0.77,0.82,22,6,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,9
lamburgini suv,Navigational,90,57,0.43,0.88,27,6,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,113000000
lamorghini,Navigational,90,60,1.16,0.64,21,4,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,232000000
lamourgini,Navigational,90,59,0.77,0.82,14,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,210000000
latest rolls royce,Navigational,90,40,0.00,0.93,9,2,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,82300000
leasing bentley,"Commercial, Informational",90,7,0.48,0.76,86,81,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/offers/,12200000
luxury car dealers uk,Commercial,90,60,0.88,0.62,10,1,https://www.grange.co.uk/,https://www.hrowen.co.uk/,74900000
luxury cars lamborghini,Informational,90,78,0.00,0.58,67,6,https://www.grange.co.uk/,https://www.hrowen.co.uk/,91000000
mansory cullinan price,Transactional,90,11,0.00,0.24,57,68,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/cullinan/,861000
martins aston services,Navigational,90,20,2.05,0.15,22,21,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-edinburgh,https://www.hrowen.co.uk/aston-martin/aftersales/servicing/,46600000
mlamborgini,Navigational,90,55,1.16,0.64,19,4,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,222000000
new aston martin cars,Navigational,90,38,0.50,0.09,6,16,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/model-range/,80400000
new aston martin db11,"Informational, Transactional",90,31,0.00,0.02,21,58,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,5670000
new aston martin vanquish price,Commercial,90,25,0.00,0.03,33,17,https://www.grange.co.uk/aston-martin/new-cars/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,3300000
new bentley flying spur,Informational,90,34,1.05,0.13,27,19,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/flying-spur-range/,7160000
new bentley nrc,Navigational,90,22,0.00,0.10,26,17,https://www.grange.co.uk/bentley/new-cars,https://www.hrowen.co.uk/bentley/model-range/,41
new gt,Informational,90,47,0.00,0.23,5,31,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,1320000000
new luxury cars for sale near me,Transactional,90,57,0.00,0.01,32,1,https://www.grange.co.uk/,https://www.hrowen.co.uk/,457000000
new model lamborghini,Navigational,90,41,0.00,0.58,5,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,123000000
new phantom,"Informational, Transactional",90,34,0.16,0.93,60,8,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,284000000
new rolls royce models,Navigational,90,31,0.43,0.09,7,3,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,39600000
newest aston martin db,"Informational, Transactional",90,41,0.00,0.06,83,42,https://www.grange.co.uk/aston-martin/heritage,https://www.hrowen.co.uk/aston-martin/news/cometh-the-hour-aston-martin-pulls-the-wraps-of-all-new-db12/,8660000
newest model lamborghini,Navigational,90,52,0.00,0.58,5,2,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,125000000
newest rolls royce phantom,Informational,90,43,0.42,0.02,30,12,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/rolls-royce/phantom-range/,19300000
newest rolls-royce,Informational,90,63,0.00,0.00,16,7,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,155000000
norton way motors jobs,Commercial,90,16,0.00,0.00,37,54,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,253000
old model bentley,"Commercial, Informational",90,22,0.00,0.62,21,36,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/continental-gt-range/,33700000
ostin martin,Informational,90,37,0.47,0.74,7,5,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/,117000000
owner of lambo,Informational,90,49,0.00,0.00,6,35,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/location/lamborghini-london/,3190000
perfomante,Informational,90,23,0.00,0.39,39,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante,https://www.hrowen.co.uk/lamborghini/urus-range/urus-performante/,21200000
performante huracan for sale,Transactional,90,9,0.03,0.88,59,57,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante,https://www.hrowen.co.uk/lamborghini/huracan-range/,98
phanton car,"Informational, Transactional",90,56,0.63,0.36,34,26,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/rolls-royce/phantom-range/,199000000
